id	proyecto	ml	manzana	lote	area_m2	perimetro	uso	Etapa	lat	long
	1	L-6	L	6	162.06	51.61	VIVIENDA	2	-4.078584886	-81.02338924
	1	L-7	L	7	162.09	51.65	VIVIENDA	2	-4.078494135	-81.02335281
	1	L-8	L	8	153.29	50.47	VIVIENDA	2	-4.078369448	-81.02331182
	1	L-9	L	9	153.06	50.41	VIVIENDA	2	-4.07828147	-81.0232837
	1	L-10	L	10	154.35	50.58	VIVIENDA	2	-4.078192203	-81.02325877
	1	L-11	L	11	143.67	49.16	VIVIENDA	2	-4.078069801	-81.02322872
	1	L-12	L	12	143.58	49.14	VIVIENDA	2	-4.077985026	-81.02321094
	1	L-13	L	13	143.24	49.1	VIVIENDA	2	-4.07789995	-81.02319539
	1	L-14	L	14	143.96	49.08	VIVIENDA	2	-4.077814219	-81.02318298
	1	M-1	M	1	172.16	52.67	VIVIENDA	2	-4.079170463	-81.02334093
	1	M-2	M	2	173.07	53.08	VIVIENDA	2	-4.079068025	-81.02332235
	1	M-3	M	3	150.11	50.02	VIVIENDA	2	-4.078972886	-81.02330125
	1	M-4	M	4	150.28	50.04	VIVIENDA	2	-4.078885261	-81.02327832
	1	M-5	M	5	150	50	VIVIENDA	2	-4.078798567	-81.02325223
	1	M-6	M	6	150.34	50.05	VIVIENDA	2	-4.078712847	-81.02322306
	1	M-7	M	7	150.3	50.05	VIVIENDA	2	-4.078627713	-81.02319195
	1	M-8	M	8	150.9	50.16	VIVIENDA	2	-4.07854385	-81.02315694
	1	M-9	M	9	183.6	54.51	VIVIENDA	2	-4.078413249	-81.02311524
	1	M-10	M	10	150.02	50.01	VIVIENDA	2	-4.078317045	-81.02308591
	1	M-11	M	11	150.02	50	VIVIENDA	2	-4.078229783	-81.0230621
	1	M-12	M	12	150.02	50	VIVIENDA	2	-4.078141954	-81.02304045
	1	M-13	M	13	150.02	50.01	VIVIENDA	2	-4.078053611	-81.02302098
	1	M-14	M	14	150.04	50.03	VIVIENDA	2	-4.077964787	-81.0230038
	1	M-15	M	15	172.02	52.94	VIVIENDA	2	-4.077868661	-81.02298937
	1	I-1	I	1	215.92	58.93	VIVIENDA	2	-4.078733625	-81.02437794
	1	I-2	I	2	150	50	VIVIENDA	2	-4.078626568	-81.02435082
	1	I-3	I	3	150	50	VIVIENDA	2	-4.078539223	-81.02432736
	1	I-4	I	4	150	50	VIVIENDA	2	-4.078451876	-81.02430389
	1	I-5	I	5	150	50	VIVIENDA	2	-4.07836453	-81.02428043
	1	I-8	I	8	150	50	VIVIENDA	2	-4.078000808	-81.02418271
	1	I-9	I	9	150	50	VIVIENDA	2	-4.077913462	-81.02415925
	1	I-10	I	10	150	50	VIVIENDA	2	-4.077826116	-81.02413578
	1	I-6	I	6	200.63	56.75	VIVIENDA	2	-4.078262443	-81.024253
	1	I-7	I	7	213.97	58.53	VIVIENDA	2	-4.078106778	-81.02421118
	1	I-11	I	11	220.49	59.51	VIVIENDA	2	-4.077718414	-81.02410609
	1	J-3	J	3	189.31	55.24	VIVIENDA	2	-4.078647512	-81.02402358
	1	J-1	J	1	188.97	55.51	VIVIENDA	2	-4.078869767	-81.02407702
	1	J-2	J	2	189.77	55.3	VIVIENDA	2	-4.07875777	-81.02405362
	1	J-4	J	4	154.03	50.54	VIVIENDA	2	-4.07851394	-81.02398242
	1	J-5	J	5	155.78	50.77	VIVIENDA	2	-4.078425896	-81.02395122
	1	J-6	J	6	154.35	50.67	VIVIENDA	2	-4.078338908	-81.02391676
	1	J-7	J	7	147.78	49.75	VIVIENDA	2	-4.078218553	-81.02387525
	1	J-8	J	8	147.82	49.71	VIVIENDA	2	-4.07813398	-81.0238471
	1	J-9	J	9	147.68	49.69	VIVIENDA	2	-4.078048247	-81.02382286
	1	J-10	J	10	147.51	49.67	VIVIENDA	2	-4.077926666	-81.02379309
	1	J-11	J	11	147.27	49.66	VIVIENDA	2	-4.077839536	-81.02377559
	1	K-11	K	11	179.32	53.91	VIVIENDA	2	-4.078005204	-81.02344149
	1	K-12	K	12	179.17	53.89	VIVIENDA	2	-4.077899204	-81.02342029
	1	K-13	K	13	179.14	53.76	VIVIENDA	2	-4.077792625	-81.0234024
	1	AM-19	AM	19	161.06	51.5	VIVIENDA	5	-4.073489469	-81.01928974
	1	AM-20	AM	20	157.79	51.11	VIVIENDA	5	-4.073507856	-81.01919619
	1	AN-17	AN	17	160.69	51.33	VIVIENDA	5	-4.073703864	-81.01923892
	1	AN-16	AN	16	161.24	51.49	VIVIENDA	5	-4.073683785	-81.01933476
	1	AM-4	AM	4	157.35	50.98	VIVIENDA	5	-4.073703287	-81.02068091
	1	AM-7	AM	7	157.72	51.04	VIVIENDA	5	-4.073482713	-81.02050363
	1	AM-8	AM	8	160.03	51.35	VIVIENDA	5	-4.073411112	-81.020393
	1	AN-4	AN	4	167.45	52.33	VIVIENDA	5	-4.07372957	-81.02046435
	1	AN-6	AN	6	149.92	49.99	VIVIENDA	5	-4.073581422	-81.02028701
	1	AN-10	AN	10	150.09	50.03	VIVIENDA	5	-4.073568071	-81.0199205
	1	AN-11	AN	11	150.08	50.03	VIVIENDA	5	-4.073585631	-81.01983207
	1	AN-12	AN	12	150.08	50.03	VIVIENDA	5	-4.073603191	-81.01974363
	1	AN-13	AN	13	150.08	50.03	VIVIENDA	5	-4.073620751	-81.0196552
	1	AN-14	AN	14	150.08	50.03	VIVIENDA	5	-4.073638312	-81.01956677
	1	AN-15	AN	15	150.08	50.03	VIVIENDA	5	-4.073655872	-81.01947833
	1	AT-1	AT	1	1940.5	173.96	STRIP MALL	5	-4.073133131	-81.01925801
	1	A-2	A	2	250	70	MULTIFAMILIAR	3	-4.081903183	-81.02348277
	1	A-1	A	1	250	70	MULTIFAMILIAR	3	-4.081939491	-81.02340025
	1	AQ-12	AQ	12	165.8	52.73	VIVIENDA	4	-4.077294477	-81.02010891
	1	AQ-1	AQ	1	172.72	53.42	VIVIENDA	4	-4.077359559	-81.02046253
	1	AQ-2	AQ	2	173.37	53.67	VIVIENDA	4	-4.077288061	-81.02039599
	1	AQ-3	AQ	3	173.37	53.67	VIVIENDA	4	-4.077217538	-81.02032818
	1	AQ-4	AQ	4	173.37	53.67	VIVIENDA	4	-4.077148343	-81.02025902
	1	AQ-5	AQ	5	173.37	53.67	VIVIENDA	4	-4.077080504	-81.02018855
	1	AQ-6	AQ	6	180.16	54.52	VIVIENDA	4	-4.077012579	-81.02011554
	1	AQ-7	AQ	7	175.13	53.89	VIVIENDA	4	-4.076941683	-81.02004467
	1	AQ-8	AQ	8	175.13	53.89	VIVIENDA	4	-4.076872531	-81.01997409
	1	AQ-9	AQ	9	175.4	53.48	VIVIENDA	4	-4.076803611	-81.01990316
	1	AQ-10	AQ	10	164.48	51.76	VIVIENDA	4	-4.077165946	-81.01997342
	1	AQ-11	AQ	11	165.8	52.73	VIVIENDA	4	-4.077229675	-81.02004143
	1	AQ-13	AQ	13	165.8	52.73	VIVIENDA	4	-4.077360573	-81.02017512
	1	AQ-14	AQ	14	165.8	52.73	VIVIENDA	4	-4.077427938	-81.02024006
	1	AQ-15	AQ	15	152.59	51	VIVIENDA	4	-4.077492315	-81.02030301
	1	R-15	R	15	170.65	54.07	VIVIENDA	1	-4.072631798	-81.02125167
	1	R-16	R	16	169.78	54.05	VIVIENDA	1	-4.072543971	-81.02123133
	1	AO-8	AO	8	172.54	53.02	VIVIENDA	5	-4.073828438	-81.01975163
	1	AO-10	AO	10	187.78	55.05	VIVIENDA	5	-4.073869717	-81.01954374
	1	AM-11	AM	11	150.17	50.04	VIVIENDA	5	-4.073339509	-81.02010279
	1	AM-14	AM	14	151.31	50.19	VIVIENDA	5	-4.073380148	-81.01983546
	1	AM-17	AM	17	150.1	50.01	VIVIENDA	5	-4.07343997	-81.01953468
	1	A-3	A	3	250	70	MULTIFAMILIAR	3	-4.081769097	-81.02352262
	1	A-6	A	6	250	70	MULTIFAMILIAR	3	-4.081757753	-81.02381276
	1	A-5	A	5	250	70	MULTIFAMILIAR	3	-4.081794061	-81.02373024
	1	A-8	A	8	250	70	MULTIFAMILIAR	3	-4.081562438	-81.02425722
	1	A-7	A	7	250	70	MULTIFAMILIAR	3	-4.081598745	-81.0241747
	1	A-4	A	4	250	70	MULTIFAMILIAR	3	-4.081732789	-81.02360514
	1	A-10	A	10	250	70	MULTIFAMILIAR	3	-4.081443432	-81.02440202
	1	A-9	A	9	250	70	MULTIFAMILIAR	3	-4.081479739	-81.0243195
	1	A-12	A	12	250	70	MULTIFAMILIAR	3	-4.081416807	-81.02458713
	1	A-11	A	11	250	70	MULTIFAMILIAR	3	-4.081453115	-81.02450461
	1	A-14	A	14	250	70	MULTIFAMILIAR	3	-4.081245469	-81.02497672
	1	A-13	A	13	250	70	MULTIFAMILIAR	3	-4.081281777	-81.0248942
	1	A-16	A	16	250	70	MULTIFAMILIAR	3	-4.081075075	-81.02509909
	1	A-15	A	15	250	70	MULTIFAMILIAR	3	-4.081111383	-81.02501657
	1	A-18	A	18	250	70	MULTIFAMILIAR	3	-4.081100038	-81.02530671
	1	A-17	A	17	250	70	MULTIFAMILIAR	3	-4.081136346	-81.02522419
	1	A-20	A	20	250	70	MULTIFAMILIAR	6	-4.080896355	-81.02577057
	1	A-19	A	19	250	70	MULTIFAMILIAR	6	-4.080932663	-81.02568805
	1	A-22	A	22	250	70	MULTIFAMILIAR	6	-4.080725961	-81.02589295
	1	A-21	A	21	250	70	MULTIFAMILIAR	6	-4.080762269	-81.02581043
	1	A-24	A	24	250	70	MULTIFAMILIAR	6	-4.080710618	-81.02619272
	1	A-23	A	23	250	70	MULTIFAMILIAR	6	-4.080746927	-81.0261102
	1	A-26	A	26	250	70	MULTIFAMILIAR	6	-4.080540225	-81.02631509
	1	A-25	A	25	250	70	MULTIFAMILIAR	6	-4.080576533	-81.02623257
	1	A-28	A	28	250	70	MULTIFAMILIAR	6	-4.080565187	-81.02652271
	1	A-27	A	27	250	70	MULTIFAMILIAR	6	-4.080601496	-81.02644019
	1	A-30	A	30	250	70	MULTIFAMILIAR	6	-4.080198969	-81.02675237
	1	A-29	A	29	250	70	MULTIFAMILIAR	6	-4.080283535	-81.02672036
	1	A-32	A	32	250	70	MULTIFAMILIAR	6	-4.079994225	-81.02672309
	1	A-31	A	31	250	70	MULTIFAMILIAR	6	-4.080078791	-81.02669108
	1	A-34	A	34	250	70	MULTIFAMILIAR	6	-4.079860706	-81.02688041
	1	A-33	A	33	250	70	MULTIFAMILIAR	6	-4.079945272	-81.0268484
	1	A-36	A	36	250	70	MULTIFAMILIAR	6	-4.079632701	-81.02697006
	1	A-35	A	35	250	70	MULTIFAMILIAR	6	-4.079714626	-81.02693184
	1	A-38	A	38	250	70	MULTIFAMILIAR	6	-4.079426331	-81.02695611
	1	A-37	A	37	250	70	MULTIFAMILIAR	6	-4.079508255	-81.02691789
	1	A-40	A	40	250	70	MULTIFAMILIAR	6	-4.079305003	-81.02712294
	1	A-39	A	39	250	70	MULTIFAMILIAR	6	-4.079386928	-81.02708472
	1	A-42	A	42	250	70	MULTIFAMILIAR	6	-4.07910186	-81.02723239
	1	A-41	A	41	250	70	MULTIFAMILIAR	6	-4.079182569	-81.02719169
	1	A-44	A	44	250	70	MULTIFAMILIAR	6	-4.078895156	-81.02722475
	1	A-43	A	43	250	70	MULTIFAMILIAR	6	-4.078975865	-81.02718405
	1	A-46	A	46	250	70	MULTIFAMILIAR	6	-4.078779025	-81.02739521
	1	A-45	A	45	250	70	MULTIFAMILIAR	6	-4.078859734	-81.02735451
	1	A-48	A	48	250	70	MULTIFAMILIAR	6	-4.078254418	-81.02765979
	1	A-47	A	47	250	70	MULTIFAMILIAR	6	-4.078335127	-81.02761909
	1	A-50	A	50	250	70	MULTIFAMILIAR	6	-4.078052646	-81.02776155
	1	A-49	A	49	250	70	MULTIFAMILIAR	6	-4.078133355	-81.02772085
	1	A-52	A	52	250	70	MULTIFAMILIAR	6	-4.077845943	-81.02775391
	1	A-51	A	51	250	70	MULTIFAMILIAR	6	-4.077926652	-81.02771321
	1	A-54	A	54	250	70	MULTIFAMILIAR	6	-4.077729812	-81.02792437
	1	A-53	A	53	250	70	MULTIFAMILIAR	6	-4.077810521	-81.02788367
	1	E-71	E	71	289	68	PLANTA OSMOSIS	6	-4.078731589	-81.02539531
	1	E-70	E	70	289	68	CISTERNA AGUA	6	-4.078690488	-81.02558504
	1	B-5	B	5	150	50	VIVIENDA	3	-4.081319216	-81.02320152
	1	B-4	B	4	150	50	VIVIENDA	3	-4.081272849	-81.02312404
	1	B-3	B	3	150	50	VIVIENDA	3	-4.081219001	-81.02305153
	1	B-2	B	2	150	50	VIVIENDA	3	-4.081158204	-81.02298469
	1	B-1	B	1	150	50	VIVIENDA	3	-4.081091054	-81.02292417
	1	B-12	B	12	150	50	VIVIENDA	3	-4.081397375	-81.02385232
	1	B-11	B	11	150	50	VIVIENDA	3	-4.081415382	-81.02376394
	1	B-10	B	10	150	50	VIVIENDA	3	-4.081424505	-81.02367421
	1	B-14	B	14	150	50	VIVIENDA	3	-4.081335503	-81.02402161
	1	B-13	B	13	150	50	VIVIENDA	3	-4.08137066	-81.0239385
	1	B-6	B	6	152.41	50.32	VIVIENDA	3	-4.081358224	-81.02328375
	1	B-15	B	15	155.37	50.72	VIVIENDA	3	-4.081290846	-81.02410187
	1	B-21	B	21	164.66	51.95	VIVIENDA	3	-4.080995779	-81.02460485
	1	A1-9	A1	9	161.9	51.59	VIVIENDA	3	-4.080180414	-81.02278082
	1	A1-10	A1	10	150.06	50.01	VIVIENDA	3	-4.080269868	-81.02275142
	1	A1-11	A1	11	150.05	50.01	VIVIENDA	3	-4.080358281	-81.02273174
	1	A1-12	A1	12	150.05	50.01	VIVIENDA	3	-4.080448217	-81.02272089
	1	A1-13	A1	13	150.06	50.01	VIVIENDA	3	-4.080538791	-81.02271897
	1	A1-14	A1	14	150.05	50.01	VIVIENDA	3	-4.08062911	-81.022726
	1	A1-15	A1	15	150.05	50.01	VIVIENDA	3	-4.080718285	-81.02274191
	1	A1-3	A1	3	150	50	VIVIENDA	3	-4.079685222	-81.02308497
	1	A1-1	A1	1	150	50.26	VIVIENDA	3	-4.079520605	-81.02315138
	1	A1-2	A1	2	150	50	VIVIENDA	3	-4.07961061	-81.02313793
	1	A1-16	A1	16	161.89	51.59	VIVIENDA	3	-4.080808919	-81.02276746
	1	Z1-1	Z1	1	900	120	CLUB HOUSE	4	-4.078985529	-81.02068288
	1	AR-4	AR	4	233.43	65.44	VIVIENDA	4	-4.07516746	-81.01958839
	1	AR-3	AR	3	307.93	72.27	VIVIENDA	4	-4.075275086	-81.01961103
	1	AR-1	AR	1	311.8	73.12	VIVIENDA	4	-4.075518853	-81.01966852
	1	AR-2	AR	2	320.78	73.74	VIVIENDA	4	-4.075398304	-81.01963736
	1	AR-5	AR	5	200.41	62.57	VIVIENDA	4	-4.075080974	-81.01957106
	1	AR-6	AR	6	200.85	62.69	VIVIENDA	4	-4.075001388	-81.01955473
	1	AR-7	AR	7	207.38	61.95	VIVIENDA	4	-4.074920786	-81.01953598
	1	AR-8	AR	8	173.44	55.8	VIVIENDA	4	-4.074840126	-81.01949842
	1	AK-3	AK	3	236.46	66.14	VIVIENDA	5	-4.074519437	-81.01945868
	1	AK-4	AK	4	229.59	65.38	VIVIENDA	5	-4.074427964	-81.01944013
	1	AK-1	AK	1	183.78	57.22	VIVIENDA	5	-4.074708538	-81.01947171
	1	AK-2	AK	2	231.3	64.32	VIVIENDA	5	-4.074612112	-81.01947429
	1	AO-11	AO	11	231.78	65.32	VIVIENDA	5	-4.073889835	-81.01933033
	1	AO-12	AO	12	229.55	65.46	VIVIENDA	5	-4.07398059	-81.01935015
	1	AO-13	AO	13	227.08	65.26	VIVIENDA	5	-4.074070261	-81.01936851
	1	AO-14	AO	14	225.19	65.06	VIVIENDA	5	-4.074159135	-81.01938649
	1	AO-15	AO	15	225.43	65.15	VIVIENDA	5	-4.074247796	-81.01940451
	1	L-66	L	66	900	120	CLUB HOUSE	1	-4.073321801	-81.02259277
	1	AO-16	AO	16	900	120	CLUB HOUSE	5	-4.074101226	-81.01968257
