id	proyecto	ml	manzana	lote	area_m2	perimetro	uso	Etapa	lat	long
	1	C-16	C	16	151.47	50.2	VIVIENDA	3	-4.080839724	-81.02302732
	1	C-17	C	17	150	50	VIVIENDA	3	-4.080916617	-81.02307607
	1	C-18	C	18	150	50	VIVIENDA	3	-4.080986034	-81.0231341
	1	C-22	C	22	153.31	50.45	VIVIENDA	3	-4.081181527	-81.02347628
	1	D-4	D	4	150	50	VIVIENDA	3	-4.079699463	-81.02356915
	1	D-5	D	5	153.24	50.44	VIVIENDA	3	-4.079783062	-81.0235317
	1	D-3	D	3	150	50	VIVIENDA	3	-4.079612787	-81.02359552
	1	D-2	D	2	150	50	VIVIENDA	3	-4.079523411	-81.02361046
	1	D-1	D	1	157.94	51.74	VIVIENDA	3	-4.0794292	-81.02361843
	1	D-6	D	6	171.9	52.92	VIVIENDA	3	-4.079895485	-81.02345851
	1	D-7	D	7	171.9	52.92	VIVIENDA	3	-4.079981903	-81.02340147
	1	D-8	D	8	171.9	52.92	VIVIENDA	3	-4.080068321	-81.02334443
	1	D-9	D	9	171.9	52.92	VIVIENDA	3	-4.080154739	-81.02328739
	1	D-10	D	10	177.49	53.68	VIVIENDA	3	-4.08024178	-81.02322801
	1	D-12	D	12	150	50	VIVIENDA	3	-4.080457746	-81.02314763
	1	D-13	D	13	150	50	VIVIENDA	3	-4.080548524	-81.0231458
	1	D-14	D	14	159.15	51.23	VIVIENDA	3	-4.080640938	-81.02316109
	1	D-16	D	16	150	50	VIVIENDA	3	-4.080838119	-81.0232691
	1	D-17	D	17	150	50	VIVIENDA	3	-4.0808995	-81.02333574
	1	D-18	D	18	159.99	51.34	VIVIENDA	3	-4.080949162	-81.02341514
	1	D-19	D	19	154.91	50.67	VIVIENDA	3	-4.080990465	-81.0235394
	1	D-23	D	23	169.38	52.58	VIVIENDA	3	-4.080917151	-81.02389224
	1	D-24	D	24	150	50	VIVIENDA	3	-4.080865666	-81.02397335
	1	D-26	D	26	150	50	VIVIENDA	3	-4.080772971	-81.0241281
	1	D-27	D	27	150	50	VIVIENDA	3	-4.080727732	-81.02420612
	1	D-28	D	28	150.21	50.03	VIVIENDA	3	-4.080683179	-81.02428461
	1	D-25	D	25	150	50	VIVIENDA	3	-4.08081895	-81.02405051
	1	C-23	C	23	150	50	VIVIENDA	3	-4.081195412	-81.02356655
	1	C-24	C	24	150	50	VIVIENDA	3	-4.081197534	-81.02365678
	1	C-25	C	25	150	50	VIVIENDA	3	-4.08118768	-81.0237465
	1	C-26	C	26	150	50	VIVIENDA	3	-4.081166021	-81.02383415
	1	C-27	C	27	150	50	VIVIENDA	3	-4.081132936	-81.02391818
	1	C-29	C	29	150	50	VIVIENDA	3	-4.081041802	-81.02406988
	1	C-30	C	30	150	50	VIVIENDA	3	-4.080995018	-81.02414702
	1	C-31	C	31	150	50	VIVIENDA	3	-4.080948978	-81.0242246
	1	C-33	C	33	150	50	VIVIENDA	3	-4.080859139	-81.02438104
	1	D-20	D	20	150	50	VIVIENDA	3	-4.080998032	-81.02363111
	1	D-21	D	21	150	50	VIVIENDA	3	-4.080988878	-81.02372108
	1	D-22	D	22	150	50	VIVIENDA	3	-4.080963052	-81.02380776
	1	C-34	C	34	161.58	51.54	VIVIENDA	3	-4.080796448	-81.02449463
	1	C-35	C	35	150	50	VIVIENDA	3	-4.0807522	-81.02457718
	1	C-42	C	42	176.78	53.57	VIVIENDA	3	-4.080472552	-81.02515184
	1	D-30	D	30	150	50	VIVIENDA	3	-4.080569699	-81.02449305
	1	D-31	D	31	150	50	VIVIENDA	3	-4.080527944	-81.02457297
	1	D-32	D	32	150	50	VIVIENDA	3	-4.080486951	-81.02465329
	1	D-33	D	33	150	50	VIVIENDA	3	-4.080446724	-81.02473399
	1	D-35	D	35	150	50	VIVIENDA	3	-4.080368585	-81.02489651
	1	D-36	D	36	150	50	VIVIENDA	3	-4.080330678	-81.02497831
	1	D-29	D	29	184.66	54.62	VIVIENDA	3	-4.080617167	-81.02440436
	1	C-36	C	36	150	50	VIVIENDA	3	-4.080710365	-81.02465706
	1	C-37	C	37	150	50	VIVIENDA	3	-4.080669308	-81.02473734
	1	C-38	C	38	150	50	VIVIENDA	3	-4.080629034	-81.02481802
	1	C-39	C	39	150	50	VIVIENDA	3	-4.080589546	-81.02489908
	1	C-40	C	40	150	50	VIVIENDA	3	-4.080550849	-81.02498052
	1	C-41	C	41	150	50	VIVIENDA	3	-4.080512944	-81.02506232
	1	D-37	D	37	184.83	54.64	VIVIENDA	3	-4.080289286	-81.02507003
	1	C-28	C	28	144.23	49.23	VIVIENDA	3	-4.081089144	-81.02399511
	1	H-6	H	6	156.38	50.85	VIVIENDA	3	-4.07964802	-81.02418313
	1	H-7	H	7	164.31	51.95	VIVIENDA	3	-4.079741715	-81.02421366
	1	H-8	H	8	164.29	51.95	VIVIENDA	3	-4.079838	-81.02430951
	1	H-9	H	9	150	50	VIVIENDA	3	-4.079867901	-81.02440081
	1	H-11	H	11	153.9	50.52	VIVIENDA	3	-4.079825013	-81.02457556
	1	H-16	H	16	150.34	50.05	VIVIENDA	6	-4.07963876	-81.02498745
	1	H-17	H	17	150.04	50.01	VIVIENDA	6	-4.079604535	-81.02507096
	1	H-18	H	18	150.01	50	VIVIENDA	6	-4.079570535	-81.02515447
	1	O-4	O	4	229.48	65.58	VIVIENDA	2	-4.077708064	-81.0224612
	1	O-5	O	5	235.2	66.2	VIVIENDA	2	-4.077616549	-81.02241957
	1	O-15	O	15	291.89	70.33	VIVIENDA	2	-4.076666515	-81.02233849
	1	O-16	O	16	282.24	68.93	VIVIENDA	2	-4.076644166	-81.02247028
	1	O-7	O	7	220	64	VIVIENDA	2	-4.077431412	-81.02239046
	1	O-8	O	8	220	64	VIVIENDA	2	-4.077343312	-81.02236998
	1	O-9	O	9	220	64	VIVIENDA	2	-4.077255213	-81.02234949
	1	O-10	O	10	220	64	VIVIENDA	2	-4.077167114	-81.02232901
	1	O-11	O	11	220	64	VIVIENDA	2	-4.077079014	-81.02230853
	1	O-12	O	12	220	64	VIVIENDA	2	-4.076990915	-81.02228804
	1	O-6	O	6	220	64	VIVIENDA	2	-4.077519511	-81.02241095
	1	O-13	O	13	260.21	68.26	VIVIENDA	2	-4.07689555	-81.02225702
	1	O-14	O	14	257.82	67.65	VIVIENDA	2	-4.07678497	-81.02224123
	1	P-1	P	1	131.4	47.86	VIVIENDA	2	-4.076409076	-81.02240477
	1	P-2	P	2	140.6	49.63	VIVIENDA	2	-4.076422253	-81.02232268
	1	P-3	P	3	155.52	51.98	VIVIENDA	2	-4.076425846	-81.02223298
	1	S-2	S	2	189.14	55.67	VIVIENDA	4	-4.07839755	-81.02216008
	1	S-1	S	1	186.32	53.98	VIVIENDA	4	-4.07847034	-81.02223818
	1	S-3	S	3	211.08	58.4	VIVIENDA	4	-4.078293742	-81.02205314
	1	T-1	T	1	184.99	53.75	VIVIENDA	4	-4.078837273	-81.02232452
	1	T-14	T	14	220.94	59.62	VIVIENDA	4	-4.079028207	-81.02223547
	1	T-13	T	13	220.94	59.62	VIVIENDA	4	-4.078952882	-81.02213622
	1	T-12	T	12	220.94	59.62	VIVIENDA	4	-4.078874853	-81.02203906
	1	T-11	T	11	220.94	59.62	VIVIENDA	4	-4.078794178	-81.02194407
	1	T-10	T	10	227.6	60.47	VIVIENDA	4	-4.078710128	-81.02184945
	1	T-6	T	6	184.55	55.18	VIVIENDA	4	-4.078460116	-81.0218902
	1	T-7	T	7	181.53	55.4	VIVIENDA	4	-4.078386721	-81.02181735
	1	T-8	T	8	238.41	62.8	VIVIENDA	4	-4.078506939	-81.02163864
	1	T-9	T	9	220.51	59.58	VIVIENDA	4	-4.078596843	-81.02173289
	1	T-2	T	2	194.11	56.26	VIVIENDA	4	-4.078768966	-81.02224127
	1	T-3	T	3	194.11	56.26	VIVIENDA	4	-4.078699922	-81.0221563
	1	T-4	T	4	194.11	56.26	VIVIENDA	4	-4.078628745	-81.0220731
	1	T-5	T	5	187.34	55.44	VIVIENDA	4	-4.078557408	-81.02199249
	1	U-18	U	18	221.21	59.65	VIVIENDA	4	-4.079337885	-81.02191368
	1	U-16	U	16	221.21	59.65	VIVIENDA	4	-4.079181779	-81.02171903
	1	U-17	U	17	221.21	59.65	VIVIENDA	4	-4.079261056	-81.02181538
	1	U-14	U	14	227.28	60.43	VIVIENDA	4	-4.07901536	-81.02153072
	1	U-15	U	15	221.21	59.65	VIVIENDA	4	-4.079100104	-81.02162469
	1	U-13	U	13	175.26	53.92	VIVIENDA	4	-4.078910628	-81.02142378
	1	U-10	U	10	212.16	58.68	VIVIENDA	4	-4.078685762	-81.0212055
	1	U-11	U	11	180.39	54.55	VIVIENDA	4	-4.078765866	-81.02128272
	1	U-12	U	12	180.39	54.55	VIVIENDA	4	-4.078839724	-81.02135278
	1	U-19	U	19	229.58	59.92	VIVIENDA	4	-4.079414483	-81.02201526
	1	U-2	U	2	212.88	58.61	VIVIENDA	4	-4.079173989	-81.02204433
	1	U-1	U	1	249.28	63.15	VIVIENDA	4	-4.079248479	-81.02215198
	1	U-3	U	3	212.88	58.61	VIVIENDA	4	-4.079100155	-81.02194966
	1	U-6	U	6	206.73	57.86	VIVIENDA	4	-4.07886635	-81.0216779
	1	U-4	U	4	212.88	58.61	VIVIENDA	4	-4.079023954	-81.02185687
	1	U-5	U	5	212.88	58.61	VIVIENDA	4	-4.078945435	-81.02176601
	1	U-7	U	7	185.31	55.18	VIVIENDA	4	-4.078763696	-81.02157306
	1	U-8	U	8	190.67	55.83	VIVIENDA	4	-4.07868868	-81.02149806
	1	U-9	U	9	243.11	63.34	VIVIENDA	4	-4.078602093	-81.02140987
	1	V-2	V	2	244.58	64.46	VIVIENDA	4	-4.079468137	-81.02167487
	1	V-3	V	3	244.58	64.46	VIVIENDA	4	-4.079398492	-81.02158925
	1	V-4	V	4	244.58	64.46	VIVIENDA	4	-4.079327049	-81.02150512
	1	V-5	V	5	244.58	64.46	VIVIENDA	4	-4.07925384	-81.02142251
	1	V-6	V	6	235.84	63.6	VIVIENDA	4	-4.079181062	-81.02134207
	1	V-1	V	1	282	68.2	VIVIENDA	4	-4.079541041	-81.02176866
	1	V-7	V	7	250.35	65.05	VIVIENDA	4	-4.079078033	-81.02123883
	1	V-8	V	8	258	65.8	VIVIENDA	4	-4.078996736	-81.02115786
	1	V-9	V	9	266.34	66.41	VIVIENDA	4	-4.078910791	-81.02107633
	1	Y-1	Y	1	217.61	60.42	VIVIENDA	4	-4.078425088	-81.02126825
	1	Y-4	Y	4	178.9	54.36	VIVIENDA	4	-4.078182591	-81.02107309
	1	Y-5	Y	5	174.12	53.76	VIVIENDA	4	-4.078101651	-81.02101494
	1	Y-6	Y	6	175.85	53.98	VIVIENDA	4	-4.078020466	-81.02095861
	1	Z-1	Z	1	248.44	65.13	COMERCIO	4	-4.078660228	-81.02086364
	1	Z-10	Z	10	200.23	57.26	COMERCIO	4	-4.077766066	-81.02023409
	1	Z-2	Z	2	261.2	66.07	COMERCIO	4	-4.078570222	-81.02079103
	1	Z-3	Z	3	262.01	66.2	COMERCIO	4	-4.078475837	-81.02071953
	1	Z-4	Z	4	262.62	66.27	COMERCIO	4	-4.078379974	-81.02065006
	1	Z-5	Z	5	262.82	66.3	COMERCIO	4	-4.078282694	-81.02058242
	1	Z-6	Z	6	257.29	65.73	COMERCIO	4	-4.078154041	-81.0204986
	1	Z-7	Z	7	260.15	66.03	COMERCIO	4	-4.078057036	-81.02043324
	1	Z-8	Z	8	259.07	65.56	COMERCIO	4	-4.07796063	-81.02036538
	1	Z-9	Z	9	243.72	63.24	COMERCIO	4	-4.077862798	-81.02029784
	1	Y-7	Y	7	215.47	58.94	VIVIENDA	4	-4.077897676	-81.02087847
	1	Y-8	Y	8	212.6	58.57	VIVIENDA	4	-4.077797118	-81.02081141
	1	Y-9	Y	9	212.6	58.57	VIVIENDA	4	-4.077699443	-81.02074162
	1	Y-10	Y	10	212.6	58.57	VIVIENDA	4	-4.077603874	-81.020669
	1	Y-11	Y	11	210.91	58.54	VIVIENDA	4	-4.077510834	-81.02059395
	1	X-1	X	1	189.43	55.5	VIVIENDA	4	-4.07823907	-81.02168586
	1	X-24	X	24	231.7	61.41	VIVIENDA	4	-4.078332781	-81.02149165
	1	X-2	X	2	206.83	57.85	VIVIENDA	4	-4.078155927	-81.02161081
	1	X-3	X	3	206.83	57.85	VIVIENDA	4	-4.078065468	-81.02153699
	1	X-4	X	4	206.83	57.85	VIVIENDA	4	-4.077973047	-81.02146562
	1	X-5	X	5	205.82	57.73	VIVIENDA	4	-4.077878967	-81.02139692
	1	X-6	X	6	206.94	57.87	VIVIENDA	4	-4.077783596	-81.02132995
	1	X-21	X	21	191.51	55.94	VIVIENDA	4	-4.078072734	-81.02127885
	1	X-20	X	20	192.49	56.06	VIVIENDA	4	-4.077984855	-81.02121536
	1	X-19	X	19	191.36	55.92	VIVIENDA	4	-4.077896025	-81.02115328
	1	X-19	X	19	191.36	55.92	VIVIENDA	4	-4.077896025	-81.02115328
	1	X-23	X	23	191.51	55.94	VIVIENDA	4	-4.078243478	-81.02141151
	1	X-22	X	22	191.51	55.94	VIVIENDA	4	-4.078158897	-81.02134417
	1	X-7	X	7	207.13	57.89	VIVIENDA	4	-4.077655546	-81.02124611
	1	X-8	X	8	204.54	57.57	VIVIENDA	4	-4.077558735	-81.02118178
	1	X-12	X	12	196.74	56.55	VIVIENDA	4	-4.077192995	-81.02090342
	1	X-13	X	13	178.15	54.33	VIVIENDA	4	-4.077340521	-81.02075521
	1	X-18	X	18	194.58	56.33	VIVIENDA	4	-4.077774572	-81.02107386
	1	W-1	W	1	236.82	63.06	VIVIENDA	4	-4.078104934	-81.02187805
	1	W-12	W	12	213.84	58.66	VIVIENDA	4	-4.077037144	-81.02107312
	1	W-2	W	2	199.93	56.99	VIVIENDA	4	-4.078014319	-81.02179356
	1	W-3	W	3	199.93	56.99	VIVIENDA	4	-4.077927029	-81.02172202
	1	W-4	W	4	199.93	56.99	VIVIENDA	4	-4.077837798	-81.0216529
	1	W-5	W	5	200.96	57.12	VIVIENDA	4	-4.077746448	-81.02158609
	1	W-6	W	6	199.81	56.98	VIVIENDA	4	-4.077653885	-81.021521
	1	W-7	W	7	218.02	59.26	VIVIENDA	4	-4.077524915	-81.02143662
	1	W-8	W	8	215.55	58.94	VIVIENDA	4	-4.077423048	-81.02136873
	1	W-9	W	9	215.55	58.94	VIVIENDA	4	-4.077323696	-81.02129842
	1	W-10	W	10	215.55	58.94	VIVIENDA	4	-4.077226188	-81.0212256
	1	W-11	W	11	215.55	58.94	VIVIENDA	4	-4.077130586	-81.02115031
	1	Q-13	Q	13	196.8	56.64	VIVIENDA	1	-4.07399681	-81.0216601
	1	Q-14	Q	14	180.59	54.19	VIVIENDA	1	-4.073960375	-81.02176873
	1	AF-3	AF	3	175.6	53.95	VIVIENDA	4	-4.076742609	-81.02080313
	1	AF-4	AF	4	175.6	53.95	VIVIENDA	4	-4.076672502	-81.02073311
	1	AF-5	AF	5	175.6	53.95	VIVIENDA	4	-4.07660362	-81.02066189
	1	AP-1	AP	1	167.5	53.03	VIVIENDA	4	-4.077043893	-81.02076948
	1	AP-2	AP	2	164.65	52.58	VIVIENDA	4	-4.076975003	-81.02070592
	1	AP-3	AP	3	175.07	53.88	VIVIENDA	4	-4.076905856	-81.02063954
	1	AP-4	AP	4	175.07	53.88	VIVIENDA	4	-4.076835969	-81.02056972
	1	AP-5	AP	5	175.07	53.88	VIVIENDA	4	-4.076767353	-81.02049866
	1	AP-6	AP	6	168.79	53.1	VIVIENDA	4	-4.076701345	-81.02042758
	1	AP-7	AP	7	172.42	53.55	VIVIENDA	4	-4.076633428	-81.02035935
	1	AP-8	AP	8	173.83	53.73	VIVIENDA	4	-4.076782644	-81.02021236
	1	AP-10	AP	10	176.6	54.07	VIVIENDA	4	-4.076917665	-81.02035275
	1	AP-11	AP	11	176.6	54.07	VIVIENDA	4	-4.076986864	-81.02042444
	1	AP-12	AP	12	176.6	54.07	VIVIENDA	4	-4.077057407	-81.02049482
	1	AP-13	AP	13	165.05	52.63	VIVIENDA	4	-4.077127114	-81.02056141
	1	AP-14	AP	14	165.65	52.86	VIVIENDA	4	-4.07719631	-81.0206241
	1	AF-2	AF	2	175.6	53.95	VIVIENDA	4	-4.076813921	-81.02087193
	1	AF-6	AF	6	169.58	53.2	VIVIENDA	4	-4.076537326	-81.02059057
	1	AF-7	AF	7	173.03	53.63	VIVIENDA	4	-4.076469204	-81.02052199
	1	AP-9	AP	9	170.06	53.26	VIVIENDA	4	-4.076851133	-81.02028108
	1	R-5	R	5	170	53.89	VIVIENDA	1	-4.073516753	-81.0214565
	1	R-6	R	6	170	53.9	VIVIENDA	1	-4.073427947	-81.02143591
	1	R-7	R	7	170	53.91	VIVIENDA	1	-4.073339213	-81.02141535
	1	R-8	R	8	170	53.92	VIVIENDA	1	-4.07325055	-81.02139479
	1	R-9	R	9	170	53.93	VIVIENDA	1	-4.073161958	-81.02137426
	1	R-10	R	10	170	53.94	VIVIENDA	1	-4.073073437	-81.02135374
	1	R-11	R	11	170	53.95	VIVIENDA	1	-4.072984986	-81.02133324
	1	R-12	R	12	170	53.96	VIVIENDA	1	-4.072896606	-81.02131275
	1	R-13	R	13	170	53.97	VIVIENDA	1	-4.072808297	-81.02129228
	1	R-14	R	14	170	53.99	VIVIENDA	1	-4.072720057	-81.02127183
	1	R-22	R	22	170	54	VIVIENDA	1	-4.072427814	-81.02187069
	1	R-23	R	23	212.91	59.05	VIVIENDA	1	-4.072404779	-81.02196951
	1	R-24	R	24	196.24	57.09	VIVIENDA	1	-4.072371967	-81.02211022
	1	L-60 	L	60	150	50	VIVIENDA	1	-4.072990093	-81.02239655
	1	L-61 	L	61	150	50	VIVIENDA	1	-4.072967809	-81.022484
	1	L-  	L	64	144.72	49.3	VIVIENDA	1	-4.072897535	-81.02274342
	1	L-62 	L	62	150	50	VIVIENDA	1	-4.072944246	-81.02257098
	1	L-  	L	65	149.96	50	VIVIENDA	1	-4.07287439	-81.02282886
	1	L-63 	L	63	150	50	VIVIENDA	1	-4.072920683	-81.02265796
	1	L-54 	L	54	167.28	52.3	VIVIENDA	1	-4.073452084	-81.02207447
	1	L-55 	L	55	167.28	52.3	VIVIENDA	1	-4.073351021	-81.02208007
	1	L-  	L	58	150	50	VIVIENDA	1	-4.073074985	-81.0222379
	1	L-57 	L	57	150	50.01	VIVIENDA	1	-4.073139363	-81.02217387
	1	L-59 	L	59	150	50	VIVIENDA	1	-4.073024111	-81.02231284
	1	R-30	R	30	200.17	57.55	VIVIENDA	1	-4.072246363	-81.02265182
	1	M-63 	M	63	172.76	53.03	VIVIENDA	1	-4.0729583	-81.02206994
	1	M-  	M	66	150	50	VIVIENDA	1	-4.072805141	-81.0223156
	1	M-64 	M	64	172.76	53.03	VIVIENDA	1	-4.072891218	-81.02214954
	1	M-  	M	67	157.51	51	VIVIENDA	1	-4.072781213	-81.02240491
	1	M-65 	M	65	150	50	VIVIENDA	1	-4.07284056	-81.0222325
	1	M-  	M	68	150	50	VIVIENDA	1	-4.072757059	-81.02249407
	1	M-  	M	69	150	50	VIVIENDA	1	-4.072733497	-81.02258106
	1	M-  	M	70	150	50	VIVIENDA	1	-4.072709934	-81.02266804
	1	M-  	M	71	187.48	55	VIVIENDA	1	-4.072683427	-81.02276589
	1	M-58 	M	58	157.32	50.98	VIVIENDA	1	-4.07342376	-81.02187444
	1	M- 	M	61	157.7	51.03	VIVIENDA	1	-4.073147169	-81.02193612
	1	M-57 	M	57	157.32	50.98	VIVIENDA	1	-4.073518604	-81.02188084
	1	M-  	M	60	157.32	50.98	VIVIENDA	1	-4.073236246	-81.02190254
	1	M-59 	M	59	157.32	50.98	VIVIENDA	1	-4.073328981	-81.02188172
	1	R-1	R	1	165.54	52.26	VIVIENDA	1	-4.07374059	-81.0217222
	1	R-2	R	2	180	55.02	VIVIENDA	1	-4.073765504	-81.02161638
	1	L-52 	L	52	167.97	52.4	VIVIENDA	1	-4.073649851	-81.02211533
	1	L-53 	L	53	167.12	52.28	VIVIENDA	1	-4.073551495	-81.0220921
	1	M-56 	M	56	157.93	51.06	VIVIENDA	1	-4.073611517	-81.02190128
	1	M-55 	M	55	159.28	51.25	VIVIENDA	1	-4.073704746	-81.02192268
	1	E-61	E	61	204.02	60.51	VIVIENDA	6	-4.079056301	-81.02571566
	1	E-62	E	62	196.03	59.61	VIVIENDA	6	-4.078976123	-81.02575746
	1	E-63	E	63	212.47	61.25	VIVIENDA	6	-4.078860888	-81.02581427
	1	E-64	E	64	200	60	VIVIENDA	6	-4.078777913	-81.02585674
	1	E-65	E	65	200	60	VIVIENDA	6	-4.078697204	-81.02589745
	1	E-66	E	66	187.96	58.8	VIVIENDA	6	-4.078621095	-81.0259431
	1	E-67	E	67	188.51	58.86	VIVIENDA	6	-4.07853695	-81.02596438
	1	E-68	E	68	184.98	58.5	VIVIENDA	6	-4.078450491	-81.02595731
	1	E-69	E	69	185.4	59.56	VIVIENDA	6	-4.078375631	-81.02591699
	1	AO-4	AO	4	170.47	52.81	VIVIENDA	5	-4.073767969	-81.02015917
	1	AO-5	AO	5	171.36	52.82	VIVIENDA	5	-4.073764519	-81.02005593
	1	AO-6	AO	6	172.52	53.02	VIVIENDA	5	-4.073788048	-81.01995502
	1	AO-7	AO	7	172.53	53.02	VIVIENDA	5	-4.073808244	-81.01985332
	1	AO-9	AO	9	172.54	53.02	VIVIENDA	5	-4.073848632	-81.01964993
	1	AO-1	AO	1	180.97	54.15	VIVIENDA	5	-4.074052643	-81.02034586
	1	AO-2	AO	2	180.78	54.14	VIVIENDA	5	-4.073945533	-81.02032368
	1	AO-3	AO	3	179.79	54.07	VIVIENDA	5	-4.073846739	-81.02027719
	1	AM-1	AM	1	158.6	51.15	VIVIENDA	5	-4.073976488	-81.02076147
	1	AM-2	AM	2	157.92	51.06	VIVIENDA	5	-4.073883577	-81.02073962
	1	AN-1	AN	1	167.73	52.37	VIVIENDA	5	-4.074013119	-81.02056454
	1	AN-2	AN	2	167.34	52.31	VIVIENDA	5	-4.073914677	-81.02054199
	1	AN-3	AN	3	167.38	52.32	VIVIENDA	5	-4.073817652	-81.02051398
	1	AM-12	AM	12	150.38	50.07	VIVIENDA	5	-4.073344658	-81.02001262
	1	AM-9	AM	9	172.88	53.06	VIVIENDA	5	-4.073348054	-81.02019949
	1	AM-13	AM	13	150.23	50.05	VIVIENDA	5	-4.073362506	-81.01992416
	1	AM-18	AM	18	170.8	52.78	VIVIENDA	5	-4.07345828	-81.01944
	1	R-19	R	19	170	54.01	VIVIENDA	1	-4.072489168	-81.02160754
	1	R-20	R	20	170	54.01	VIVIENDA	1	-4.07246872	-81.02169524
	1	H-30A	H	30A	151.33	50.31	VIVIENDA	3	-4.079079922	-81.02449928
	1	H-31	H	31	150	50	VIVIENDA	3	-4.079168582	-81.02447242
	1	H-32	H	32	150	50	VIVIENDA	3	-4.079259477	-81.0244669
	1	H-33	H	33	150	50	VIVIENDA	3	-4.07934633	-81.02449618
	1	C-32	C	32	150	50	VIVIENDA	3	-4.080903691	-81.02430262
	1	E-72	E	72	900	120	CLUB HOUSE	3	-4.080174394	-81.02397043
	1	O-17	O	17	278.89	66.8	POZO AGUA	2	-4.07721324	-81.02258496
	1	R-31	R	31	289	68	ZONA RESERVADA	1	-4.072829742	-81.02163779
	1	C-73	C	73	900	120	CLUB HOUSE	6	-4.077886006	-81.02722025
	1	D-34	D	34	150	50	VIVIENDA	3	-4.080407268	-81.02481506
	1	AC-10	AC	10	172.05	52.94	VIVIENDA	5	-4.075727534	-81.02115047
	1	B-22	B	22	163.14	51.75	VIVIENDA	3	-4.080949289	-81.02469172
	1	B-23	B	23	163.14	51.75	VIVIENDA	3	-4.08090393	-81.02477868
	1	B-24	B	24	163.14	51.75	VIVIENDA	3	-4.080859516	-81.02486612
	1	B-27	B	27	163.14	51.75	VIVIENDA	3	-4.080691344	-81.02522046
	1	B-27	B	27	163.14	51.75	VIVIENDA	3	-4.080731998	-81.02513123
	1	A1-4	A1	4	150	50	VIVIENDA	3	-4.07976063	-81.02303519
	1	A1-5	A1	5	150	50	VIVIENDA	3	-4.079836039	-81.02298542
	1	A1-6	A1	6	150	50	VIVIENDA	3	-4.079911447	-81.02293564
	1	A1-8	A1	8	150.06	50.01	VIVIENDA	3	-4.080062676	-81.02283653
	1	B-17	B	17	150	50	VIVIENDA	3	-4.081194868	-81.02425653
	1	B-16	B	16	150	50	VIVIENDA	3	-4.081241727	-81.02417947
	1	B-9	B	9	150	50	VIVIENDA	3	-4.081424656	-81.02358402
	1	B-8	B	8	150	50	VIVIENDA	3	-4.081415831	-81.02349426
	1	A1-17	A1	17	160.85	51.45	VIVIENDA	3	-4.080931787	-81.02281967
	1	A1-18	A1	18	160.86	51.45	VIVIENDA	3	-4.081015449	-81.02286883
	1	B-20	B	20	150.01	50	VIVIENDA	3	-4.081058904	-81.02449044
	1	B-19	B	19	149.99	50	VIVIENDA	3	-4.081103468	-81.02441204
	1	B-18	B	18	150	50	VIVIENDA	3	-4.081148781	-81.02433406
	1	A1-7	A1	7	150	50	VIVIENDA	3	-4.079986678	-81.02288559
	1	K-K-28	K	28	150.2	50.03	VIVIENDA	2	-4.076061628	-81.02293561
	1	L-29	L	29	150.31	50.04	VIVIENDA	2	-4.076126054	-81.0227234
	1	L-30	L	30	150.41	50.06	VIVIENDA	2	-4.076039709	-81.02269579
	1	L-31	L	31	160.6	51.41	VIVIENDA	2	-4.075915179	-81.02265874
	1	L-32	L	32	160.28	51.37	VIVIENDA	2	-4.075821828	-81.02263335
	1	L-33	L	33	159.88	51.33	VIVIENDA	2	-4.07572813	-81.02261015
	1	L-34	L	34	171.33	52.86	VIVIENDA	1	-4.075595791	-81.0225786
	1	L-35	L	35	170.75	52.77	VIVIENDA	1	-4.075494624	-81.02255838
	1	L-36	L	36	170.75	52.77	VIVIENDA	1	-4.075393381	-81.02253961
	1	L-37	L	37	170.25	52.7	VIVIENDA	1	-4.075291948	-81.02252277
	1	L-38	L	38	150.77	50.1	VIVIENDA	1	-4.075160161	-81.02250498
	1	L-39	L	39	151.87	50.26	VIVIENDA	1	-4.075069713	-81.02249284
	1	L-40	L	40	150.47	49.94	VIVIENDA	1	-4.0749793	-81.02248123
	1	J-12 	J	12	147.49	49.74	VIVIENDA	2	-4.07775201	-81.02376073
	1	K-1	K	1	162.7	52.09	VIVIENDA	2	-4.079020907	-81.02373912
	1	K-2	K	2	161.63	51.55	VIVIENDA	2	-4.078924113	-81.02372282
	1	K-3	K	3	161.19	51.49	VIVIENDA	2	-4.078829496	-81.0237
	1	K-4	K	4	151.35	50.18	VIVIENDA	2	-4.078738726	-81.0236747
	1	K-5	K	5	159.36	51.27	VIVIENDA	2	-4.078614531	-81.0236359
	1	K-6	K	6	159.22	51.23	VIVIENDA	2	-4.078524142	-81.02360338
	1	K-7	K	7	159.21	51.32	VIVIENDA	2	-4.078435083	-81.02356735
	1	K-8	K	8	150.5	50.1	VIVIENDA	2	-4.07831219	-81.02352641
	1	K-9	K	9	151.58	50.21	VIVIENDA	2	-4.078225567	-81.02349826
	1	K-10	K	10	151.98	50.26	VIVIENDA	2	-4.078137421	-81.02347363
	1	L-1	L	1	169.76	53.1	VIVIENDA	2	-4.079107319	-81.02352934
	1	L-2	L	2	170	52.67	VIVIENDA	2	-4.079005663	-81.0235137
	1	L-3	L	3	170	52.67	VIVIENDA	2	-4.078905776	-81.02349067
	1	L-4	L	4	169.98	52.67	VIVIENDA	2	-4.078806919	-81.02346366
	1	L-5	L	5	162.16	51.63	VIVIENDA	2	-4.07867672	-81.02342274
